,0,1,2,3,4,5,6,7
9,4, R2_003,1, 05:06:20,28, s5, 20160913-120014_03_S1,5
10,3, R2_038,6, 05:30:24,50, s4, 20160913-120014_02_S6,4
11,3, R2_038,7, 06:23:08,58, s4, 20160913-120014_02_S7,4
12,4, R2_003,2, 07:45:41,29, s1, 20160913-120014_03_S2,1
13,3, R2_038,8, 11:15:51,58, s4, 20160913-120014_02_S8,4
0,3, R2_038,1, 00:04:56,62, s4, 20160914-000012_02_S1,4
1,11, R2_002,1, 00:36:08,57, s4, 20160914-000012_10_S1,4
2,3, R2_038,2, 00:57:46,49, s4, 20160914-000012_02_S2,4
3,3, R2_038,3, 01:39:42,57, s4, 20160914-000012_02_S3,4
4,3, R2_038,4, 03:12:00,58, s4, 20160914-000012_02_S4,4
5,3, R2_038,5, 04:29:19,49, s4, 20160914-000012_02_S5,4
6,3, R2_038,6, 05:06:21,54, s5, 20160914-000012_02_S6,5
7,3, R2_038,7, 05:38:50,64, s4, 20160914-000012_02_S7,4
8,3, R2_038,8, 06:11:17,53, s4, 20160914-000012_02_S8,4
9,3, R2_038,9, 07:48:59,47, s4, 20160914-000012_02_S9,4
10,11, R2_002,2, 08:35:48,46, s5, 20160914-000012_10_S2,5
11,3, R2_038,10, 08:42:03,49, s4, 20160914-000012_02_S10,4
12,6, R2_004,1, 08:48:31,43, s5, 20160914-000012_05_S1,5
13,3, R2_038,11, 09:17:30,44, s4, 20160914-000012_02_S11,4
14,3, R2_038,12, 09:43:47,59, s4, 20160914-000012_02_S12,4
15,3, R2_038,13, 11:36:41,50, s4, 20160914-000012_02_S13,4
0,11, R2_028,1, 03:41:19,42, s4, 20160914-092507_10_S1,4
0,3, R2_038,1, 00:16:00,53, s4, 20160914-120008_02_S1,4
1,3, R2_038,2, 00:58:11,44, s4, 20160914-120008_02_S2,4
2,3, R2_038,3, 01:47:19,44, s4, 20160914-120008_02_S3,4
3,3, R2_038,4, 02:10:52,45, s5, 20160914-120008_02_S4,5
4,3, R2_038,5, 03:15:33,46, s5, 20160914-120008_02_S5,5
5,3, R2_038,6, 03:44:07,42, s5, 20160914-120008_02_S6,5
6,3, R2_038,7, 04:23:27,39, s4, 20160914-120008_02_S7,4
7,3, R2_038,8, 04:59:08,39, s4, 20160914-120008_02_S8,4
8,4, R2_003,1, 04:58:56,24, s5, 20160914-120008_03_S1,5
9,4, R2_003,2, 07:17:01,34, s4, 20160914-120008_03_S2,4
10,3, R2_038,9, 09:44:15,37, s4, 20160914-120008_02_S9,4
11,9, R2_014,1, 11:14:49,40, s5, 20160914-120008_08_S1,5
0,8, R2_024,1, 00:26:10,96, s5, 20160914-131023_07_S1,5
1,10, R2_025,1, 01:12:47,41, s5, 20160914-131023_09_S1,5
2,9, R2_026,1, 02:52:41,43, s5, 20160914-131023_08_S1,5
3,9, R2_026,2, 05:27:30,51, s5, 20160914-131023_08_S2,5
4,6, R2_034,1, 06:00:20,61, s1, 20160914-131023_05_S1,1
5,6, R2_034,2, 06:06:26,57, s1, 20160914-131023_05_S2,1
6,6, R2_034,3, 06:11:56,73, s1, 20160914-131023_05_S3,1
7,9, R2_026,3, 08:18:25,56, s5, 20160914-131023_08_S3,5
0,1, R2_042,1, 00:05:25,71, s1, 20160915-000008_00_S1,1
1,8, R2_024,1, 01:04:01,58, s5, 20160915-000008_07_S1,5
2,3, R2_009,1, 03:39:14,71, s1, 20160915-000008_02_S1,1
3,3, R2_009,2, 11:10:37,28, s1, 20160915-000008_02_S2,1
4,6, R2_034,1, 12:10:14,88, s3, 20160915-000008_05_S1,3
5,6, R2_034,2, 13:35:00,79, s3, 20160915-000008_05_S2,3
6,6, R2_034,3, 14:23:24,72, s3, 20160915-000008_05_S3,3
7,6, R2_034,4, 15:36:47,69, s3, 20160915-000008_05_S4,3
8,5, R2_013,1, 16:11:30,56, s5, 20160915-000008_04_S1,5
9,12, R2_018,1, 18:57:13,77, s5, 20160915-000008_11_S1,5
10,12, R2_018,2, 19:03:23,59, s5, 20160915-000008_11_S2,5
11,6, R2_034,5, 19:03:22,77, s3, 20160915-000008_05_S5,3
12,11, R2_028,1, 19:09:39,38, s5, 20160915-000008_10_S1,5
13,12, R2_018,3, 19:12:17,68, s5, 20160915-000008_11_S3,5
14,6, R2_034,6, 20:22:36,81, s4, 20160915-000008_05_S6,4
15,6, R2_034,7, 21:10:35,53, s4, 20160915-000008_05_S7,4
16,5, R2_013,2, 22:35:57,51, s5, 20160915-000008_04_S2,5
0,3, R2_038,1, 03:54:07,41, s4, 20160915-000015_02_S1,4
1,3, R2_038,2, 04:56:23,58, s4, 20160915-000015_02_S2,4
2,3, R2_038,3, 06:05:34,55, s5, 20160915-000015_02_S3,5
3,3, R2_038,4, 06:47:15,63, s5, 20160915-000015_02_S4,5
4,3, R2_038,5, 07:59:42,57, s4, 20160915-000015_02_S5,4
5,1, R2_021,1, 09:17:40,46, s5, 20160915-000015_00_S1,5
6,3, R2_038,6, 09:23:39,52, s4, 20160915-000015_02_S6,4
7,1, R2_021,2, 11:41:15,48, s5, 20160915-000015_00_S2,5
0,3, R2_038,1, 01:55:19,38, s4, 20160915-120011_02_S1,4
1,3, R2_038,2, 02:51:20,40, s4, 20160915-120011_02_S2,4
2,3, R2_038,3, 03:42:41,47, s4, 20160915-120011_02_S3,4
3,1, R2_021,1, 06:07:10,68, s4, 20160915-120011_00_S1,4
4,1, R2_021,2, 09:47:40,46, s5, 20160915-120011_00_S2,5
5,1, R2_021,3, 11:20:38,50, s5, 20160915-120011_00_S3,5
0,5, R2_037,1, 00:09:37,31, s5, 20160919-000008_04_S1,5
1,5, R2_037,2, 00:45:41,52, s5, 20160919-000008_04_S2,5
2,5, R2_037,3, 01:08:16,52, s5, 20160919-000008_04_S3,5
3,5, R2_037,4, 02:42:33,36, s4, 20160919-000008_04_S4,4
4,5, R2_037,5, 06:02:42,43, s4, 20160919-000008_04_S5,4
5,5, R2_037,6, 07:23:06,36, s5, 20160919-000008_04_S6,5
6,5, R2_037,7, 08:24:32,48, s4, 20160919-000008_04_S7,4
7,5, R2_037,8, 08:46:49,31, s4, 20160919-000008_04_S8,4
8,5, R2_037,9, 11:24:40,50, s5, 20160919-000008_04_S9,5
0,5, R2_037,1, 02:30:11,45, s4, 20160919-120014_04_S1,4
1,5, R2_037,2, 02:50:34,45, s5, 20160919-120014_04_S2,5
2,5, R2_037,3, 04:31:31,46, s5, 20160919-120014_04_S3,5
3,5, R2_037,4, 04:47:38,35, s4, 20160919-120014_04_S4,4
4,5, R2_037,5, 06:40:42,41, s5, 20160919-120014_04_S5,5
5,5, R2_037,6, 07:01:05,46, s4, 20160919-120014_04_S6,4
6,5, R2_037,7, 07:19:05,49, s4, 20160919-120014_04_S7,4
7,6, R2_004,1, 08:09:16,64, s4, 20160919-120014_05_S1,4
8,5, R2_037,8, 08:20:05,43, s4, 20160919-120014_04_S8,4
9,5, R2_037,9, 08:40:19,38, s4, 20160919-120014_04_S9,4
10,5, R2_037,10, 09:06:59,47, s4, 20160919-120014_04_S10,4
0,8, R2_012,1, 00:20:46,47, Nonconvulsive, 20160920-000012_07_S1,0
1,5, R2_037,1, 00:40:52,50, s4, 20160920-000012_04_S1,4
2,5, R2_037,2, 04:43:33,40, s5, 20160920-000012_04_S2,5
3,5, R2_037,3, 06:54:21,47, s4, 20160920-000012_04_S3,4
4,4, R2_003,1, 07:39:20,33, s5, 20160920-000012_03_S1,5
5,4, R2_003,2, 07:50:58,37, s5, 20160920-000012_03_S2,5
6,5, R2_037,4, 11:12:50,43, s4, 20160920-000012_04_S4,4
0,2, R2_015,1, 06:56:38,49, s5, 20160920-120010_01_S1,5
1,11, R2_002,1, 07:29:06,46, s5, 20160920-120010_10_S1,5
0,12, R2_007,1, 03:24:45,50, s5, 20160921-000006_11_S1,5
1,3, R2_038,1, 09:53:30,45, s1, 20160921-000006_02_S1,1
2,8, R2_012,1, 10:29:50,49, s4, 20160921-000006_07_S1,4
0,3, R2_038,1, 04:31:54,28, s4, 20160921-120012_02_S1,4
1,3, R2_038,4, 05:25:42,44, s2, 20160921-120012_02_S4,2
2,4, R2_003,1, 06:02:44,29, Nonconvulsive, 20160921-120012_03_S1,0
3,3, R2_038,5, 07:11:01,55, s4, 20160921-120012_02_S5,4
4,3, R2_038,6, 08:45:56,51, s2, 20160921-120012_02_S6,2
5,3, R2_038,7, 09:11:11,53, s3, 20160921-120012_02_S7,3
6,3, R2_038,8, 09:51:38,50, s4, 20160921-120012_02_S8,4
7,3, R2_038,9, 10:10:32,49, s3, 20160921-120012_02_S9,3
8,3, R2_038,10, 10:42:58,50, s3, 20160921-120012_02_S10,3
9,3, R2_038,11, 11:15:52,53, s3, 20160921-120012_02_S11,3
10,3, R2_038,12, 11:50:41,50, s3, 20160921-120012_02_S12,3
0,3, R2_038,1, 00:00:50,49, s3, 20160922-000009_02_S1,3
1,3, R2_038,2, 00:18:35,53, s3, 20160922-000009_02_S2,3
2,3, R2_038,3, 00:38:14,40, s4, 20160922-000009_02_S3,4
3,3, R2_038,4, 10:55:58,44, s5, 20160922-000009_02_S4,5
0,3, R2_038,1, 00:09:38,47, s5, 20160922-120016_02_S1,5
1,3, R2_038,2, 00:45:24,45, s4, 20160922-120016_02_S2,4
2,6, R2_004,1, 02:27:24,44, s5, 20160922-120016_05_S1,5
3,6, R2_004,2, 06:49:36,56, s4, 20160922-120016_05_S2,4
4,3, R2_038,3, 10:01:01,48, s5, 20160922-120016_02_S3,5
5,3, R2_038,4, 10:26:52,50, s5, 20160922-120016_02_S4,5
6,3, R2_038,5, 10:50:57,35, s5, 20160922-120016_02_S5,5
7,3, R2_038,6, 11:23:39,46, s5, 20160922-120016_02_S6,5
0,3, R2_038,1, 00:22:13,54, s4, 20160923-000013_02_S1,4
1,3, R2_038,2, 00:53:07,35, s5, 20160923-000013_02_S2,5
2,3, R2_038,3, 02:02:28,54, s5, 20160923-000013_02_S3,5
3,3, R2_038,4, 02:22:10,48, s5, 20160923-000013_02_S4,5
4,3, R2_038,5, 03:26:40,49, s4, 20160923-000013_02_S5,4
5,3, R2_038,6, 04:17:00,42, s5, 20160923-000013_02_S6,5
6,3, R2_038,7, 05:21:14,51, s5, 20160923-000013_02_S7,5
7,3, R2_038,8, 05:53:09,42, s5, 20160923-000013_02_S8,5
8,3, R2_038,9, 06:38:38,50, s3, 20160923-000013_02_S9,3
9,3, R2_038,10, 07:19:30,63, s5, 20160923-000013_02_S10,5
10,3, R2_038,11, 07:37:26,54, s4, 20160923-000013_02_S11,4
11,3, R2_038,12, 09:10:08,52, s3, 20160923-000013_02_S12,3
12,3, R2_038,13, 09:45:22,38, s4, 20160923-000013_02_S13,4
13,12, R2_007,1, 10:29:45,66, s5, 20160923-000013_11_S1,5
14,8, R2_012,1, 11:15:30,51, s5, 20160923-000013_07_S1,5
15,3, R2_038,14, 11:30:48,45, s4, 20160923-000013_02_S14,4
0,11, R2_028,2, 01:40:15,57, Nonconvulsive, 20161010-000011_10_S2,0
1,8, R2_024,1, 02:59:09,56, Nonconvulsive, 20161010-000011_07_S1,0
2,8, R2_024,2, 04:37:27,49, s5, 20161010-000011_07_S2,5
3,8, R2_024,3, 07:58:07,41, s4, 20161010-000011_07_S3,4
4,11, R2_028,3, 08:53:31,52, Nonconvulsive, 20161010-000011_10_S3,0
5,10, R2_025,1, 09:09:41,52, s5, 20161010-000011_09_S1,5
6,2, R2_032,1, 09:25:23,36, s4, 20161010-000011_01_S1,4
7,8, R2_024,4, 09:54:58,42, s5, 20161010-000011_07_S4,5
8,11, R2_028,4, 11:56:48,44, s1, 20161010-000011_10_S4,1
9,12, R2_018,1, 12:05:14,68, s1, 20161010-000011_11_S1,1
10,9, R2_026,1, 13:39:43,41, s5, 20161010-000011_08_S1,5
11,4, R2_020,1, 16:17:39,40, s4, 20161010-000011_03_S1,4
12,4, R2_020,2, 19:57:13,33, s5, 20161010-000011_03_S2,5
13,5, R2_013,1, 20:42:55,39, s5, 20161010-000011_04_S1,5
14,9, R2_026,2, 22:30:28,47, s5, 20161010-000011_08_S2,5
15,10, R2_025,2, 22:34:11,44, s5, 20161010-000011_09_S2,5
16,5, R2_013,2, 23:25:59,49, s5, 20161010-000011_04_S2,5
17,2, R2_032,2, 23:54:34,45, s4, 20161010-000011_01_S2,4
0,4, R2_003,1, 02:09:22,41, s5, 20161010-000012_03_S1,5
1,4, R2_003,2, 04:16:04,31, s3, 20161010-000012_03_S2,3
2,4, R2_003,3, 07:53:05,48, s4, 20161010-000012_03_S3,4
3,4, R2_003,4, 10:05:04,35, s5, 20161010-000012_03_S4,5
4,4, R2_003,5, 11:13:51,46, s4, 20161010-000012_03_S5,4
0,4, R2_003,1, 00:13:33,37, s4, 20161010-120010_03_S1,4
1,4, R2_003,2, 01:11:34,37, s4, 20161010-120010_03_S2,4
2,12, R2_007,1, 06:42:26,57, s5, 20161010-120010_11_S1,5
3,4, R2_003,3, 07:35:06,30, s5, 20161010-120010_03_S3,5
4,5, R2_037,1, 09:19:44,41, s5, 20161010-120010_04_S1,5
0,12, R2_007,1, 01:37:53,46, s5, 20161011-000007_11_S1,5
1,4, R2_003,1, 02:08:49,30, s5, 20161011-000007_03_S1,5
2,11, R2_002,1, 03:04:41,56, s5, 20161011-000007_10_S1,5
3,7, R2_001,1, 06:07:36,74, s5, 20161011-000007_06_S1,5
4,7, R2_001,2, 06:11:55,62, s5, 20161011-000007_06_S2,5
5,2, R2_015,1, 09:28:42,48, s5, 20161011-000007_01_S1,5
6,4, R2_003,2, 09:51:06,45, s5, 20161011-000007_03_S2,5
7,7, R2_001,3, 10:25:24,58, s5, 20161011-000007_06_S3,5
8,7, R2_001,4, 10:35:12,43, s5, 20161011-000007_06_S4,5
9,4, R2_003,3, 10:38:19,28, s5, 20161011-000007_03_S3,5
10,12, R2_007,2, 10:56:46,44, s5, 20161011-000007_11_S2,5
11,4, R2_003,4, 11:41:18,32, s4, 20161011-000007_03_S4,4
0,5, R2_013,1, 02:23:31,49, s4, 20161011-000009_04_S1,4
1,8, R2_024,1, 03:26:30,56, s5, 20161011-000009_07_S1,5
2,8, R2_024,2, 03:28:55,40, s5, 20161011-000009_07_S2,5
3,5, R2_013,2, 04:00:04,63, Nonconvulsive, 20161011-000009_04_S2,0
4,3, R2_009,1, 04:16:53,43, Nonconvulsive, 20161011-000009_02_S1,0
5,5, R2_013,3, 06:34:54,44, s5, 20161011-000009_04_S3,5
6,1, R2_042,1, 07:03:13,48, s2, 20161011-000009_00_S1,2
7,10, R2_025,1, 08:22:38,37, s5, 20161011-000009_09_S1,5
8,10, R2_025,2, 09:58:31,41, s4, 20161011-000009_09_S2,4
9,5, R2_013,4, 10:22:45,58, s5, 20161011-000009_04_S4,5
10,5, R2_013,5, 11:00:51,32, s5, 20161011-000009_04_S5,5
11,10, R2_025,3, 11:27:41,54, s5, 20161011-000009_09_S3,5
12,2, R2_032,1, 12:08:11,34, s4, 20161011-000009_01_S1,4
13,10, R2_025,4, 13:00:27,47, s4, 20161011-000009_09_S4,4
14,11, R2_028,1, 13:07:59,49, Nonconvulsive, 20161011-000009_10_S1,0
15,5, R2_013,6, 13:50:28,46, s4, 20161011-000009_04_S6,4
16,10, R2_025,5, 14:06:34,44, s4, 20161011-000009_09_S5,4
17,8, R2_024,3, 14:55:04,35, s4, 20161011-000009_07_S3,4
18,10, R2_025,6, 15:19:06,36, s5, 20161011-000009_09_S6,5
19,9, R2_026,1, 16:08:58,62, s5, 20161011-000009_08_S1,5
20,10, R2_025,7, 17:03:21,49, s5, 20161011-000009_09_S7,5
21,5, R2_013,7, 18:38:34,28, s5, 20161011-000009_04_S7,5
22,2, R2_032,2, 22:30:42,40, s5, 20161011-000009_01_S2,5
23,2, R2_032,3, 23:04:42,41, s4, 20161011-000009_01_S3,4
24,10, R2_025,8, 23:36:28,53, s4, 20161011-000009_09_S8,4
0,4, R2_003,1, 01:51:05,26, s5, 20161011-120014_03_S1,5
1,4, R2_003,2, 02:52:25,33, s4, 20161011-120014_03_S2,4
2,4, R2_003,3, 03:43:42,39, s3, 20161011-120014_03_S3,3
3,4, R2_003,4, 04:40:03,26, s5, 20161011-120014_03_S4,5
4,4, R2_003,5, 07:06:02,16, s4, 20161011-120014_03_S5,4
5,12, R2_007,1, 09:18:52,51, s5, 20161011-120014_11_S1,5
6,4, R2_003,6, 11:23:06,41, s4, 20161011-120014_03_S6,4
0,4, R2_003,1, 01:34:35,30, s4, 20161012-000011_03_S1,4
1,4, R2_003,2, 07:38:48,30, s3, 20161012-000011_03_S2,3
2,4, R2_003,3, 09:49:39,27, s3, 20161012-000011_03_S3,3
3,5, R2_037,1, 11:32:20,49, s5, 20161012-000011_04_S1,5
0,2, R2_032,1, 00:45:08,42, s5, 20161012-000018_01_S1,5
1,5, R2_013,1, 01:33:45,49, s5, 20161012-000018_04_S1,5
2,10, R2_025,1, 01:46:44,43, s5, 20161012-000018_09_S1,5
3,8, R2_024,1, 02:17:45,75, s4, 20161012-000018_07_S1,4
4,5, R2_013,2, 02:44:40,47, s5, 20161012-000018_04_S2,5
5,10, R2_025,2, 02:46:55,41, s4, 20161012-000018_09_S2,4
6,10, R2_025,3, 02:52:42,39, s4, 20161012-000018_09_S3,4
7,10, R2_025,4, 03:24:15,50, s4, 20161012-000018_09_S4,4
8,10, R2_025,5, 04:55:12,44, s5, 20161012-000018_09_S5,5
9,2, R2_032,2, 05:04:05,47, s4, 20161012-000018_01_S2,4
10,5, R2_013,3, 06:19:43,59, s5, 20161012-000018_04_S3,5
11,2, R2_032,3, 06:57:08,38, s5, 20161012-000018_01_S3,5
12,8, R2_024,2, 09:38:30,74, s3, 20161012-000018_07_S2,3
13,10, R2_025,6, 12:44:35,44, s5, 20161012-000018_09_S6,5
14,10, R2_025,7, 13:17:02,52, s4, 20161012-000018_09_S7,4
15,10, R2_025,8, 13:25:57,54, s4, 20161012-000018_09_S8,4
16,2, R2_032,4, 13:49:05,38, s5, 20161012-000018_01_S4,5
17,10, R2_025,9, 13:50:28,42, s5, 20161012-000018_09_S9,5
18,10, R2_025,10, 14:28:32,57, s4, 20161012-000018_09_S10,4
19,8, R2_024,3, 15:31:45,72, s4, 20161012-000018_07_S3,4
20,8, R2_024,4, 18:11:47,84, s5, 20161012-000018_07_S4,5
21,8, R2_024,5, 20:33:32,57, s4, 20161012-000018_07_S5,4
0,4, R2_003,1, 01:49:41,34, s3, 20161012-120007_03_S1,3
1,4, R2_003,2, 03:39:27,23, s3, 20161012-120007_03_S2,3
2,5, R2_037,1, 05:43:18,43, s4, 20161012-120007_04_S1,4
3,4, R2_003,3, 07:59:57,30, s3, 20161012-120007_03_S3,3
4,3, R2_038,1, 09:17:18,58, s3, 20161012-120007_02_S1,3
5,3, R2_038,2, 10:00:19,56, s3, 20161012-120007_02_S2,3
6,11, R2_002,1, 10:21:15,45, s5, 20161012-120007_10_S1,5
0,8, R2_012,1, 02:24:33,48, s5, 20161013-000013_07_S1,5
1,6, R2_004,1, 04:38:22,46, s4, 20161013-000013_06_S1,4
2,5, R2_037,1, 08:24:43,42, s5, 20161013-000013_04_S1,5
0,2, R2_032,1, 01:14:08,43, s4, 20161013-000015_01_S1,4
1,7, R2_011,1, 02:13:53,58, s5, 20161013-000015_06_S1,5
2,1, R2_042,2, 04:24:46,36, s2, 20161013-000015_00_S2,2
3,2, R2_032,2, 08:39:13,37, s5, 20161013-000015_01_S2,5
4,2, R2_032,3, 12:24:46,46, s5, 20161013-000015_01_S3,5
0,5, R2_037,1, 01:58:15,34, s5, 20161013-120010_04_S1,5
1,11, R2_002,1, 03:23:26,52, s5, 20161013-120010_10_S1,5
2,3, R2_038,1, 05:15:40,53, s4, 20161013-120010_02_S1,4
3,3, R2_038,2, 07:58:24,49, s4, 20161013-120010_02_S2,4
4,9, R2_014,1, 08:20:28,74, s5, 20161013-120010_08_S1,5
5,9, R2_014,2, 08:41:10,45, s5, 20161013-120010_08_S2,5
6,9, R2_014,3, 08:47:40,42, s5, 20161013-120010_08_S3,5
7,3, R2_038,3, 09:06:22,45, s4, 20161013-120010_02_S3,4
8,9, R2_014,4, 10:53:58,44, s5, 20161013-120010_08_S4,5
9,3, R2_038,4, 11:38:08,32, s5, 20161013-120010_02_S4,5
0,3, R2_038,1, 00:47:39,47, s4, 20161014-000008_02_S1,4
1,3, R2_038,2, 06:17:48,53, s5, 20161014-000008_02_S2,5
2,3, R2_038,3, 08:43:16,67, s4, 20161014-000008_02_S3,4
3,3, R2_038,4, 09:58:10,40, s4, 20161014-000008_02_S4,4
4,3, R2_038,5, 11:27:30,60, s4, 20161014-000008_02_S5,4
5,2, R2_015,1, 11:46:14,42, s5, 20161014-000008_01_S1,5
0,7, R2_011,1, 00:18:28,40, s5, 20161014-000014_06_S1,5
1,7, R2_011,2, 02:41:29,36, s5, 20161014-000014_06_S2,5
2,8, R2_024,1, 03:24:28,73, s4, 20161014-000014_07_S1,4
3,7, R2_011,3, 08:40:58,41, s5, 20161014-000014_06_S3,5
4,7, R2_011,4, 10:24:00,54, s5, 20161014-000014_06_S4,5
5,7, R2_011,5, 11:42:38,38, s5, 20161014-000014_06_S5,5
6,7, R2_011,6, 13:02:01,43, s5, 20161014-000014_06_S6,5
7,7, R2_011,7, 14:25:37,38, s5, 20161014-000014_06_S7,5
8,7, R2_011,8, 15:15:27,37, s5, 20161014-000014_06_S8,5
9,7, R2_011,9, 16:10:12,43, s5, 20161014-000014_06_S9,5
10,7, R2_011,10, 17:25:09,45, s5, 20161014-000014_06_S10,5
11,8, R2_024,2, 18:28:26,65, s4, 20161014-000014_07_S2,4
12,7, R2_011,11, 19:43:26,38, s5, 20161014-000014_06_S11,5
13,4, R2_020,1, 20:58:05,39, s5, 20161014-000014_03_S1,5
14,1, R2_042,1, 21:08:35,48, s5, 20161014-000014_00_S1,5
15,9, R2_026,1, 22:05:38,54, s5, 20161014-000014_08_S1,5
16,8, R2_024,3, 22:31:07,60, s5, 20161014-000014_07_S3,5
17,7, R2_011,12, 23:23:52,45, s5, 20161014-000014_06_S12,5
18,5, R2_013,1, 23:55:10,37, s4, 20161014-000014_04_S1,4
0,3, R2_038,1, 00:20:48,54, s4, 20161014-120015_02_S1,4
1,5, R2_037,1, 00:39:47,60, s5, 20161014-120015_04_S1,5
2,2, R2_015,1, 01:47:22,46, s5, 20161014-120015_01_S1,5
3,4, R2_003,1, 03:37:36,37, s5, 20161014-120015_03_S1,5
4,12, R2_007,1, 03:48:57,45, s5, 20161014-120015_11_S1,5
5,3, R2_038,2, 06:56:24,48, s5, 20161014-120015_02_S2,5
6,3, R2_038,3, 07:30:00,49, s4, 20161014-120015_02_S3,4
7,3, R2_038,4, 07:59:33,62, s4, 20161014-120015_02_S4,4
8,3, R2_038,5, 08:15:31,49, s4, 20161014-120015_02_S5,4
9,5, R2_037,2, 08:35:23,47, s5, 20161014-120015_04_S2,5
0,4, R2_003,1, 04:17:07,42, s4, 20161015-000010_03_S1,4
1,2, R2_015,1, 05:34:35,47, s5, 20161015-000010_01_S1,5
2,4, R2_003,2, 05:35:51,45, s4, 20161015-000010_03_S2,4
3,2, R2_015,2, 07:45:30,38, s5, 20161015-000010_01_S2,5
4,2, R2_015,3, 09:21:06,53, s5, 20161015-000010_01_S3,5
5,2, R2_015,4, 10:44:23,43, s4, 20161015-000010_01_S4,4
6,5, R2_037,1, 10:53:21,51, s5, 20161015-000010_04_S1,5
0,1, R2_042,1, 00:21:31,44, s5, 20161015-000012_00_S1,5
1,7, R2_011,1, 01:10:05,46, s5, 20161015-000012_06_S1,5
2,7, R2_011,2, 02:13:43,42, s5, 20161015-000012_06_S2,5
3,7, R2_011,3, 04:50:45,30, s5, 20161015-000012_06_S3,5
4,1, R2_042,2, 05:48:25,51, s5, 20161015-000012_00_S2,5
5,8, R2_024,1, 07:15:24,79, s4, 20161015-000012_07_S1,4
6,7, R2_011,4, 07:15:44,44, s5, 20161015-000012_06_S4,5
7,5, R2_013,1, 07:47:55,49, s5, 20161015-000012_04_S1,5
8,7, R2_011,5, 08:39:01,34, s5, 20161015-000012_06_S5,5
9,5, R2_013,2, 10:00:49,44, s5, 20161015-000012_04_S2,5
10,7, R2_011,6, 10:24:52,43, s5, 20161015-000012_06_S6,5
11,8, R2_024,2, 10:39:29,70, s5, 20161015-000012_07_S2,5
12,5, R2_013,3, 11:05:28,47, s5, 20161015-000012_04_S3,5
13,7, R2_011,7, 11:45:42,34, s4, 20161015-000012_06_S7,4
14,8, R2_024,3, 12:27:11,55, s5, 20161015-000012_07_S3,5
15,7, R2_011,8, 13:08:26,33, s5, 20161015-000012_06_S8,5
16,7, R2_011,9, 14:43:54,33, s5, 20161015-000012_06_S9,5
17,8, R2_024,4, 14:59:33,67, s5, 20161015-000012_07_S4,5
18,1, R2_042,3, 15:06:55,51, s5, 20161015-000012_00_S3,5
19,7, R2_011,10, 16:09:26,34, s4, 20161015-000012_06_S10,4
20,8, R2_024,5, 16:34:54,60, s5, 20161015-000012_07_S5,5
21,7, R2_011,11, 18:36:41,40, s5, 20161015-000012_06_S11,5
22,8, R2_024,6, 18:48:59,52, s5, 20161015-000012_07_S6,5
23,2, R2_032,1, 19:27:01,39, s5, 20161015-000012_01_S1,5
24,8, R2_024,7, 21:04:26,69, s5, 20161015-000012_07_S7,5
0,2, R2_015,1, 00:13:36,53, s5, 20161015-120006_01_S1,5
1,2, R2_015,2, 01:54:39,53, s4, 20161015-120006_01_S2,4
2,2, R2_015,3, 03:55:53,39, s5, 20161015-120006_01_S3,5
3,2, R2_015,4, 06:03:43,49, s4, 20161015-120006_01_S4,4
4,5, R2_037,1, 06:07:52,59, s5, 20161015-120006_04_S1,5
5,4, R2_003,1, 06:29:21,49, s5, 20161015-120006_03_S1,5
6,2, R2_015,5, 07:26:16,57, s4, 20161015-120006_01_S5,4
7,4, R2_003,2, 07:54:05,39, s3, 20161015-120006_03_S2,3
8,2, R2_015,6, 09:41:37,49, s4, 20161015-120006_01_S6,4
9,2, R2_015,7, 10:07:01,42, s5, 20161015-120006_01_S7,5
10,2, R2_015,8, 11:09:36,56, s4, 20161015-120006_01_S8,4
11,2, R2_015,9, 11:34:08,51, s4, 20161015-120006_01_S9,4
12,2, R2_015,10, 11:55:25,44, s5, 20161015-120006_01_S10,5
0,5, R2_013,1, 00:09:34,61, s5, 20161016-000010_04_S1,5
1,9, R2_026,1, 01:21:06,54, s5, 20161016-000010_08_S1,5
2,5, R2_013,2, 02:00:23,58, s5, 20161016-000010_04_S2,5
3,1, R2_042,1, 05:53:15,47, s5, 20161016-000010_00_S1,5
4,7, R2_011,1, 07:05:14,36, s5, 20161016-000010_06_S1,5
5,8, R2_024,1, 10:11:42,71, s5, 20161016-000010_07_S1,5
6,8, R2_024,2, 11:41:32,65, s5, 20161016-000010_07_S2,5
7,3, R2_009,1, 12:57:17,36, s4, 20161016-000010_02_S1,4
8,3, R2_009,2, 13:12:24,62, s4, 20161016-000010_02_S2,4
9,8, R2_024,3, 14:17:28,71, s4, 20161016-000010_07_S3,4
10,3, R2_009,3, 15:12:36,45, s5, 20161016-000010_02_S3,5
11,8, R2_024,4, 15:49:51,57, s5, 20161016-000010_07_S4,5
12,9, R2_026,2, 16:37:26,54, s5, 20161016-000010_08_S2,5
13,3, R2_009,4, 16:41:29,46, s5, 20161016-000010_02_S4,5
14,8, R2_024,5, 16:57:26,65, s5, 20161016-000010_07_S5,5
15,3, R2_009,5, 17:14:58,48, s5, 20161016-000010_02_S5,5
16,3, R2_009,6, 17:55:59,42, s5, 20161016-000010_02_S6,5
17,12, R2_018,1, 18:16:47,57, s5, 20161016-000010_11_S1,5
18,3, R2_009,7, 18:30:33,53, s4, 20161016-000010_02_S7,4
